1557534691 0 0 1 0 0 0 0 0
1557537000 0 0 2 0 0 0 0 0
1560038281 0 0 3 0 0 0 0 0
1561728811 0 0 4 0 0 0 0 0
1561741152 0 0 5 0 0 0 0 0
1562771254 0 0 5 0 0 0 1 0
1562871674 0 0 6 0 0 0 1 0
1565359237 0 0 7 0 0 0 1 0
1565461894 0 0 8 0 0 0 1 0
1565464531 0 0 9 0 0 0 1 0
1565464856 0 0 10 0 0 0 1 0
1565616577 0 0 11 0 0 0 1 0
1565631275 0 0 12 0 0 0 1 0
1565634700 0 0 13 0 0 0 1 0
1566146834 0 0 14 0 0 0 1 0
1566150404 0 0 15 0 0 0 1 0
1566226681 0 0 16 0 0 0 1 0
1566247661 0 0 17 0 0 0 1 0
1566590209 0 0 18 0 0 0 1 0
1566591802 0 0 19 0 0 0 1 0
1566592130 0 0 20 0 0 0 1 0
1566592516 0 0 21 0 0 0 1 0
1566601521 0 0 22 0 0 0 1 0
1566602742 0 0 23 0 0 0 1 0
1566602877 0 0 24 0 0 0 1 0
1567185831 0 0 25 0 0 0 1 0
1567251112 0 0 26 0 0 0 1 0
1567254720 0 0 27 0 0 0 1 0
1567255545 0 0 28 0 0 0 1 0
1567255928 0 0 29 0 0 0 1 0
1567461581 0 0 30 0 0 0 1 0
1569263437 0 0 31 0 0 0 1 0
1571866219 0 0 32 0 0 0 1 0
1572000083 0 0 33 0 0 0 1 0
1572021635 0 0 34 0 0 0 1 0
1573027740 0 0 34 0 0 0 1 1
1573027752 0 0 34 0 0 0 1 2
1573029208 0 1 34 0 0 0 1 2
1573572754 0 2 34 0 0 0 1 2
1573572853 0 3 34 0 0 0 1 2
1573989669 0 4 34 0 0 0 1 2
1574101257 0 5 34 0 0 0 1 2
1574239288 0 6 34 0 0 0 1 2
1574879805 0 7 34 0 0 0 1 2
1576352491 0 8 34 0 0 0 1 2
1578951972 0 9 34 0 0 0 1 2
1578953939 0 10 34 0 0 0 1 2
1579013097 0 11 34 0 0 0 1 2
1579013628 0 12 34 0 0 0 1 2
1579037886 0 13 34 0 0 0 1 2
1579520214 0 14 34 0 0 0 1 2
1579552615 0 15 34 0 0 0 1 2
1579623830 0 15 34 0 0 0 2 2
1579627111 0 16 34 0 0 0 2 2
1579627292 0 16 34 0 0 0 3 2
1580036145 0 17 34 0 0 0 3 2
1580221132 0 17 34 0 0 0 4 2
1580940438 0 18 34 0 0 0 4 2
1581194810 0 18 34 0 1 0 4 2
1581202461 0 19 34 0 1 0 4 2
1581202670 0 19 34 0 2 0 4 2
1581202700 0 19 34 0 3 0 4 2
1581415362 0 20 34 0 3 0 4 2
1581415779 0 20 34 0 4 0 4 2
1581417614 0 21 34 0 4 0 4 2
1581419296 0 22 34 0 4 0 4 2
1581420380 0 22 34 0 5 0 4 2
1582107208 0 22 34 0 5 0 5 2
1583137260 0 23 34 0 5 0 5 2
1583224725 0 24 34 0 5 0 5 2
1583227554 0 25 34 0 5 0 5 2
1583228099 0 26 34 0 5 0 5 2
1583314405 0 27 34 0 5 0 5 2
1583407536 0 28 34 0 5 0 5 2
1583580426 0 29 34 0 5 0 5 2
1583863024 0 30 34 0 5 0 5 2
1583863063 0 30 34 0 6 0 5 2
1583925017 0 31 34 0 6 0 5 2
1583925058 0 31 34 0 7 0 5 2
1584972212 0 32 34 0 7 0 5 2
1585047935 0 33 34 0 7 0 5 2
1585050964 0 34 34 0 7 0 5 2
1585051066 0 35 34 0 7 0 5 2
1585051105 0 36 34 0 7 0 5 2
1585051175 0 36 34 0 8 0 5 2
1585060820 0 37 34 0 8 0 5 2
1585060875 0 37 34 0 9 0 5 2
1585151238 0 38 34 0 9 0 5 2
1585151259 0 38 34 0 10 0 5 2
1585327313 0 39 34 0 10 0 5 2
1585327341 0 39 34 0 11 0 5 2
1585386892 0 39 34 1 11 0 5 2
1586452176 0 39 34 2 11 0 5 2
1586452647 0 39 34 3 11 0 5 2
1588923801 0 39 34 4 11 0 5 2
1588941775 0 39 34 5 11 0 5 2
1588941955 0 39 34 6 11 0 5 2
1588942216 0 39 34 7 11 0 5 2
1588942539 0 39 34 8 11 0 5 2
1588946835 0 39 34 9 11 0 5 2
1588947176 0 39 34 10 11 0 5 2
1588947668 0 39 34 11 11 0 5 2
1588948266 0 39 34 12 11 0 5 2
1588948390 0 39 34 13 11 0 5 2
1588950632 0 39 34 14 11 0 5 2
1588950775 0 39 34 15 11 0 5 2
1635411917 0 39 34 15 11 0 6 2
1635413244 0 39 34 15 11 0 7 2
1636149935 1 39 34 15 11 0 7 2
1636149958 2 39 34 15 11 0 7 2
1636446922 3 39 34 15 11 0 7 2
1636451441 4 39 34 15 11 0 7 2
1636664201 5 39 34 15 11 0 7 2
1636664841 5 39 34 15 11 1 7 2
1636664891 5 39 34 15 11 2 7 2
1636664946 5 39 34 15 11 3 7 2
1636665207 6 39 34 15 11 3 7 2
1636665255 7 39 34 15 11 3 7 2
1637583018 8 39 34 15 11 3 7 2
1637583100 9 39 34 15 11 3 7 2
1637583451 10 39 34 15 11 3 7 2
1637583610 11 39 34 15 11 3 7 2
1637595265 12 39 34 15 11 3 7 2
1637595295 13 39 34 15 11 3 7 2
1637597734 13 39 34 15 11 4 7 2
1637598463 14 39 34 15 11 4 7 2
1637654722 15 39 34 15 11 4 7 2
1637654756 16 39 34 15 11 4 7 2
1638025762 17 39 34 15 11 4 7 2
1638089193 18 39 34 15 11 4 7 2
1638089204 19 39 34 15 11 4 7 2
1638089215 20 39 34 15 11 4 7 2
1638089247 21 39 34 15 11 4 7 2
